195.327,195.34,195.448,195.497,195.525,195.507,195.529,195.509,195.588,195.583,195.536,195.581,195.573,195.597,195.625,195.611,195.597,195.624,195.681,195.665,195.625,195.697,195.686,195.682,195.615,195.649,195.656,195.641,195.637,195.687,195.638,195.637,195.725,195.708,195.706,195.684,195.655,195.668,195.67,195.676,195.644,195.698,195.664,195.673,195.709,195.682,195.669,195.719,195.696,195.743,195.681,195.743,195.733,195.713,195.708,195.709,195.7,195.743,195.728,195.727,195.686,195.73,195.726,195.714,195.742,195.754,195.748,195.719,195.773,195.755,195.702,195.75,195.755,195.71,195.702,195.716,195.725,195.75,195.794,195.772,195.797,195.726,195.756,195.758,195.724,195.77,195.758,195.754,195.742,195.748,195.738,195.758,195.742,195.766,195.733,195.78,195.786,195.781,195.776,195.737
195.041,195.104,195.189,195.18,195.272,195.239,195.266,195.251,195.308,195.32,195.361,195.364,195.337,195.364,195.383,195.369,195.364,195.392,195.395,195.427,195.407,195.454,195.45,195.438,195.432,195.432,195.462,195.437,195.432,195.462,195.473,195.455,195.463,195.46,195.461,195.476,195.467,195.494,195.475,195.529,195.481,195.498,195.47,195.47,195.472,195.516,195.484,195.486,195.469,195.508,195.484,195.481,195.479,195.53,195.538,195.51,195.555,195.546,195.525,195.529,195.537,195.507,195.524,195.529,195.562,195.512,195.517,195.521,195.541,195.533,195.567,195.597,195.567,195.523,195.533,195.527,195.551,195.535,195.528,195.527,195.521,195.539,195.573,195.567,195.544,195.537,195.587,195.542,195.561,195.577,195.561,195.545,195.541,195.611,195.553,195.578,195.491,195.538,195.557,195.546
195.46,195.549,195.618,195.617,195.674,195.737,195.726,195.74,195.73,195.746,195.778,195.831,195.764,195.8,195.844,195.841,195.847,195.813,195.873,195.887,195.899,195.84,195.841,195.859,195.873,195.853,195.844,195.873,195.891,195.902,195.882,195.932,195.887,195.88,195.893,195.926,195.909,195.905,195.938,195.918,195.944,195.949,195.927,195.918,195.915,195.944,195.955,195.98,195.935,195.935,195.999,195.94,195.916,195.955,195.943,195.94,195.942,195.947,196.005,195.954,195.943,195.995,195.961,195.97,196.002,195.989,195.984,195.974,195.955,196.015,195.994,195.985,195.987,196.016,195.945,196.013,196.023,195.962,195.981,195.939,196.013,195.947,196.01,196.003,196.025,196.002,195.986,196.01,196.021,196.01,195.999,196.024,196.015,196.005,195.982,195.959,196.005,195.968,195.999,196.038
197.058,197.11,197.17,197.186,197.217,197.279,197.312,197.315,197.321,197.344,197.361,197.383,197.37,197.401,197.365,197.391,197.388,197.434,197.411,197.406,197.448,197.431,197.464,197.439,197.432,197.484,197.441,197.451,197.46,197.442,197.467,197.496,197.479,197.497,197.506,197.528,197.464,197.435,197.481,197.468,197.464,197.512,197.504,197.514,197.492,197.529,197.479,197.5,197.518,197.543,197.496,197.494,197.51,197.524,197.505,197.51,197.535,197.492,197.526,197.508,197.501,197.545,197.534,197.512,197.564,197.521,197.499,197.568,197.524,197.537,197.546,197.576,197.556,197.54,197.56,197.572,197.552,197.522,197.53,197.535,197.498,197.553,197.568,197.516,197.536,197.566,197.567,197.592,197.542,197.564,197.556,197.54,197.547,197.554,197.54,197.518,197.558,197.539,197.552,197.561
196.457,196.532,196.566,196.623,196.685,196.665,196.687,196.687,196.72,196.736,196.747,196.75,196.747,196.776,196.756,196.803,196.793,196.786,196.823,196.8,196.811,196.807,196.815,196.764,196.806,196.818,196.88,196.849,196.878,196.871,196.796,196.896,196.867,196.853,196.864,196.833,196.84,196.809,196.834,196.832,196.821,196.878,196.852,196.917,196.86,196.842,196.885,196.866,196.912,196.889,196.843,196.862,196.895,196.888,196.844,196.903,196.923,196.908,196.937,196.891,196.885,196.909,196.897,196.883,196.938,196.884,196.876,196.909,196.885,196.89,196.896,196.931,196.884,196.916,196.857,196.884,196.886,196.875,196.904,196.885,196.938,196.922,196.893,196.886,196.898,196.907,196.917,196.929,196.924,196.926,196.955,196.994,196.915,196.905,196.921,196.949,196.986,196.945,196.954,196.933
195.479,195.565,195.591,195.598,195.677,195.667,195.677,195.731,195.77,195.755,195.733,195.754,195.759,195.769,195.759,195.793,195.799,195.806,195.816,195.785,195.798,195.798,195.809,195.816,195.825,195.831,195.802,195.797,195.81,195.845,195.823,195.861,195.862,195.887,195.882,195.904,195.869,195.883,195.866,195.879,195.908,195.904,195.907,195.891,195.911,195.919,195.895,195.92,195.938,195.899,195.924,195.911,195.933,195.954,195.92,195.915,195.952,195.934,195.913,195.906,195.891,195.903,195.901,195.902,195.955,195.939,195.923,195.942,195.951,195.974,195.948,195.98,195.934,195.939,195.949,195.91,195.906,195.861,195.907,195.913,195.911,195.951,195.956,195.947,195.911,195.973,195.977,195.942,195.955,195.967,195.98,195.93,195.924,195.938,195.967,195.951,195.916,195.898,195.932,195.943
194.705,194.784,194.871,194.9,194.879,194.89,195.005,194.996,194.966,195.036,195.031,195.043,195.043,195.068,195.01,195.028,195.035,195.11,195.066,195.126,195.087,195.126,195.103,195.062,195.1,195.159,195.12,195.131,195.123,195.071,195.113,195.138,195.155,195.149,195.12,195.16,195.117,195.151,195.122,195.156,195.154,195.147,195.137,195.109,195.166,195.19,195.103,195.129,195.131,195.172,195.203,195.166,195.171,195.161,195.124,195.179,195.248,195.187,195.218,195.223,195.171,195.181,195.142,195.196,195.175,195.145,195.202,195.166,195.199,195.256,195.222,195.23,195.205,195.222,195.219,195.199,195.206,195.199,195.186,195.205,195.259,195.271,195.235,195.231,195.231,195.229,195.243,195.252,195.211,195.223,195.251,195.195,195.187,195.204,195.221,195.192,195.201,195.213,195.219,195.227
194.896,194.921,195.006,194.964,195.026,195.039,195.049,195.071,195.133,195.099,195.103,195.119,195.164,195.108,195.129,195.13,195.164,195.179,195.133,195.158,195.206,195.19,195.195,195.175,195.189,195.188,195.207,195.224,195.193,195.203,195.192,195.215,195.177,195.205,195.212,195.263,195.241,195.239,195.231,195.257,195.248,195.253,195.213,195.233,195.219,195.256,195.233,195.244,195.237,195.245,195.251,195.245,195.242,195.246,195.271,195.28,195.305,195.28,195.246,195.235,195.262,195.254,195.28,195.239,195.273,195.304,195.303,195.299,195.238,195.296,195.251,195.276,195.25,195.298,195.267,195.285,195.264,195.228,195.261,195.303,195.316,195.315,195.298,195.279,195.295,195.295,195.295,195.253,195.262,195.308,195.28,195.309,195.282,195.253,195.276,195.279,195.295,195.301,195.276,195.309
192.934,193.038,193.063,193.055,193.063,193.103,193.127,193.163,193.156,193.168,193.19,193.19,193.211,193.273,193.223,193.256,193.2,193.261,193.244,193.206,193.247,193.259,193.243,193.24,193.245,193.287,193.294,193.255,193.272,193.279,193.306,193.292,193.26,193.29,193.323,193.317,193.317,193.296,193.358,193.336,193.334,193.352,193.35,193.333,193.315,193.368,193.344,193.36,193.353,193.352,193.392,193.442,193.397,193.346,193.385,193.348,193.363,193.382,193.381,193.371,193.344,193.37,193.383,193.396,193.384,193.389,193.39,193.373,193.384,193.357,193.378,193.388,193.336,193.316,193.358,193.344,193.352,193.376,193.373,193.4,193.353,193.377,193.408,193.377,193.362,193.413,193.432,193.413,193.419,193.377,193.382,193.394,193.395,193.353,193.409,193.386,193.385,193.362,193.394,193.393
194.738,194.78,194.812,194.861,194.879,194.926,194.973,194.929,194.933,194.945,194.939,194.982,194.977,194.993,195.031,194.993,195.006,195.022,195.038,195.044,195.017,195.058,195.042,195.055,195.042,195.063,195.069,195.034,195.047,195.042,195.094,195.12,195.063,195.059,195.06,195.073,195.045,195.067,195.036,195.076,195.066,195.043,195.142,195.054,195.094,195.138,195.105,195.125,195.07,195.124,195.115,195.136,195.133,195.134,195.116,195.135,195.126,195.102,195.166,195.126,195.118,195.094,195.183,195.187,195.156,195.113,195.143,195.161,195.169,195.111,195.161,195.185,195.145,195.202,195.144,195.146,195.125,195.163,195.114,195.182,195.161,195.2,195.163,195.17,195.181,195.181,195.148,195.206,195.163,195.189,195.202,195.206,195.221,195.188,195.21,195.172,195.177,195.178,195.243,195.15
194.769,194.871,194.905,194.925,194.961,194.946,195.03,195.031,195.049,195.054,195.071,195.081,195.064,195.07,195.043,195.069,195.036,195.118,195.109,195.146,195.12,195.054,195.122,195.1,195.106,195.09,195.098,195.152,195.14,195.147,195.206,195.167,195.136,195.187,195.187,195.195,195.191,195.211,195.189,195.243,195.221,195.252,195.219,195.196,195.21,195.248,195.199,195.259,195.245,195.249,195.187,195.215,195.225,195.183,195.22,195.199,195.247,195.255,195.253,195.247,195.256,195.211,195.188,195.202,195.188,195.215,195.25,195.234,195.301,195.212,195.221,195.19,195.226,195.26,195.248,195.264,195.24,195.216,195.235,195.243,195.274,195.229,195.263,195.227,195.25,195.263,195.269,195.201,195.216,195.255,195.303,195.26,195.268,195.253,195.268,195.279,195.31,195.243,195.255,195.294
194.829,194.903,194.99,195.029,194.995,195.061,195.066,195.074,195.152,195.157,195.134,195.158,195.156,195.098,195.166,195.146,195.211,195.194,195.208,195.134,195.242,195.219,195.23,195.221,195.271,195.276,195.287,195.277,195.256,195.223,195.26,195.318,195.279,195.243,195.251,195.305,195.291,195.271,195.298,195.302,195.32,195.273,195.283,195.297,195.312,195.33,195.324,195.324,195.327,195.314,195.323,195.346,195.341,195.355,195.306,195.335,195.359,195.317,195.311,195.313,195.33,195.315,195.328,195.341,195.325,195.354,195.362,195.333,195.364,195.336,195.319,195.364,195.317,195.32,195.314,195.306,195.312,195.304,195.328,195.331,195.365,195.332,195.296,195.342,195.331,195.362,195.356,195.323,195.346,195.38,195.318,195.315,195.352,195.389,195.361,195.339,195.308,195.294,195.357,195.332
